date,airlineName,flightNumber,departureCity,departureAirport,departureTime,arrivalCity,arrivalAirport,arrivalTime,transitCity,transitInterval,lowestPrice,punctualRate
2020/5/20,南方航空 南方航空,CZ8671 CZ2801,阿克苏,阿克苏机场,18:50,北京,大兴国际机场,10:35 +1天,重庆,停留9时,1860,None None
2020/5/20,南方航空 河北航空,CZ6895 NS8032,阿克苏,阿克苏机场,10:45,北京,大兴国际机场,21:30,西安,停留4时40分,1960,97% None
2020/5/20,南方航空 南方航空,CZ6895 CZ8824,阿克苏,阿克苏机场,10:45,北京,大兴国际机场,18:45,西安,停留2时10分,2990,None None
2020/5/20,华夏航空 南方航空,G52716 CZ2801,阿拉善左旗,阿拉善左旗机场,20:05,北京,大兴国际机场,10:35 +1天,重庆,停留9时50分,1270,90% 100.00%
2020/5/20,祥鹏航空 中国联合航空,8L9959 KN5992,安庆,天柱山机场,10:45,北京,大兴国际机场,18:35,宁波,停留4时10分,1009,100% 100%
2020/5/20,春秋航空 中国联合航空,9C8678 KN5978,安顺,黄果树机场,16:15,北京,大兴国际机场,14:35 +1天,上海,停留17时10分,1124,100% 93%
2020/5/20,四川航空 南方航空,3U8804 CZ2801,百色,百色机场,18:10,北京,大兴国际机场,10:35 +1天,重庆,停留12时25分,1120,100% 100.00%
2020/5/20,天津航空 河北航空,GS7604 NS8032,百色,百色机场,23:10,北京,大兴国际机场,21:30 +1天,西安,停留17时30分,1123,90% 97%
2020/5/20,上海航空 中国联合航空,FM9136 KN5978,包头,包头东河机场,20:50,北京,大兴国际机场,14:35 +1天,上海,停留12时40分,864,97% 93%
2020/5/20,南方航空 中国联合航空,CZ3196 KN5900,包头,包头东河机场,8:25,北京,大兴国际机场,00:50 +1天,广州,停留8时35分,1905,90% None
2020/5/20,红土航空 中国联合航空,A67118 KN5256,保山,保山机场,23:05,北京,大兴国际机场,16:45 +1天,昆明,停留11时30分,1447,98.32% None
2020/5/20,东方航空 南方航空,MU5984 CZ6160,保山,保山机场,8:35,北京,大兴国际机场,23:30,昆明,停留10时25分,2060,100% None
2020/5/20,祥鹏航空 南方航空,8L9944 CZ6160,保山,保山机场,10:50,北京,大兴国际机场,23:30,昆明,停留8时15分,2101,93% None
2020/5/20,东方航空 南方航空,MU5741 CZ6160,保山,保山机场,16:15,北京,大兴国际机场,23:30,昆明,停留2时45分,2500,None None
2020/5/20,昆明航空 中国联合航空,KY8334 KN5256,保山,保山机场,7:00,北京,大兴国际机场,16:45,昆明,停留3时30分,2516,100% 100%
2020/5/20,中国国航 中国联合航空,CA4410 KN5216,昌都,邦达机场,10:40,北京,大兴国际机场,00:50 +1天,成都,停留10时20分,1894,83% 93%
2020/5/20,东方航空 南方航空,MU9885 CZ6164,常德,桃花源机场T2,9:00,北京,大兴国际机场,23:35,杭州,停留10时20分,970,100% None
2020/5/20,东方航空 河北航空,MU9885 NS8020,常德,桃花源机场T2,9:00,北京,大兴国际机场,20:55,杭州,停留7时45分,1070,100% 100%
2020/5/20,东方航空 中国联合航空,MU9886 KN5216,常德,桃花源机场T2,14:55,北京,大兴国际机场,00:50 +1天,成都,停留5时35分,1169,100% 93%
2020/5/20,长龙航空 南方航空,GJ8758 CZ6164,赤峰,玉龙机场,15:00,北京,大兴国际机场,23:35,杭州,停留3时40分,1107,90% None
2020/5/20,春秋航空 南方航空,9C8537 CZ6164,揭阳,潮汕机场,13:05,北京,大兴国际机场,23:35,杭州,停留6时20分,950,100% None
2020/5/20,春秋航空 河北航空,9C8537 NS8020,揭阳,潮汕机场,13:05,北京,大兴国际机场,20:55,杭州,停留3时45分,1050,100% 100%
2020/5/20,东方航空 南方航空,MU5958 CZ6160,沧源,佤山机场,20:35,北京,大兴国际机场,23:30 +1天,昆明,停留22时30分,1310,89.44% None
2020/5/20,东方航空 中国联合航空,MU5755 KN5228,大理,大理机场,16:40,北京,大兴国际机场,23:00,成都,停留2时,1758,None None
2020/5/20,山东航空 河北航空,SC4683 NS8026,大同,云冈机场,9:40,北京,大兴国际机场,19:55,兰州,停留5时55分,1912,97% None
2020/5/20,中国国航 中国联合航空,CA4216 KN5218,稻城,亚丁机场,8:15,北京,大兴国际机场,16:25,成都,停留2时10分,1708,87% 100%
2020/5/20,四川航空 中国联合航空,3U8114 KN5228,稻城,亚丁机场,13:15,北京,大兴国际机场,23:00,成都,停留5时50分,1928,None None
2020/5/20,青岛航空 河北航空,QW6157 NS8018,东营,胜利机场,9:40,北京,大兴国际机场,22:15,长春,停留8时25分,938,100% None
2020/5/20,春秋航空 河北航空,9C6138 NS8026,敦煌,敦煌机场,16:50,北京,大兴国际机场,19:55 +1天,兰州,停留22时40分,809,97% None
2020/5/20,乌鲁木齐航空 南方航空,UQ2585 CZ6164,敦煌,敦煌机场,13:15,北京,大兴国际机场,23:35,杭州,停留3时55分,926,None None
2020/5/20,春秋航空 河北航空,9C8848 NS8026,敦煌,敦煌机场,14:00,北京,大兴国际机场,19:55,兰州,停留1时40分,981,97% None
2020/5/20,瑞丽航空 中国联合航空,DR6506 KN5256,芒市,德宏芒市机场,23:15,北京,大兴国际机场,16:45 +1天,昆明,停留11时15分,1314,97% 98.32%
2020/5/20,东方航空 南方航空,MU5976 CZ6160,芒市,德宏芒市机场,15:15,北京,大兴国际机场,23:30,昆明,停留3时40分,1600,100% None
2020/5/20,祥鹏航空 中国联合航空,8L9922 KN5256,芒市,德宏芒市机场,8:50,北京,大兴国际机场,16:45,昆明,停留1时50分,1969,97% 100%
2020/5/20,春秋航空 中国联合航空,9C8524 KN5978,恩施,许家坪机场,21:15,北京,大兴国际机场,14:35 +1天,上海,停留12时45分,824,93% None
2020/5/20,东方航空 河北航空,MU2603 NS8040,恩施,许家坪机场,11:00,北京,大兴国际机场,22:50,贵阳,停留7时50分,1272,87% 97%
2020/5/20,祥鹏航空 南方航空,8L9843 CZ6164,赣州,黄金机场T2,12:15,北京,大兴国际机场,23:35,杭州,停留7时30分,941,None None
2020/5/20,长龙航空 中国联合航空,GJ8072 KN5992,赣州,黄金机场T2,12:35,北京,大兴国际机场,18:35,宁波,停留1时55分,1055,100% 100%
2020/5/20,华夏航空 厦门航空,G58574 MF8202,格尔木,格尔木机场,12:40,北京,大兴国际机场,21:25,西宁,停留5时15分,1547,None None
2020/5/20,华夏航空 河北航空,G52669 NS8016,固原,六盘山机场,19:45,北京,大兴国际机场,13:05 +1天,银川,停留14时30分,520,93% 100%
2020/5/20,厦门航空 河北航空,MF8264 NS8032,固原,六盘山机场,14:00,北京,大兴国际机场,21:30,西安,停留3时50分,1100,100% 97%
2020/5/20,中国国航 南方航空,CA1774 CZ6164,广元,盘龙机场,11:00,北京,大兴国际机场,23:35,杭州,停留7时40分,1150,100% None
2020/5/20,中国国航 河北航空,CA1774 NS8020,广元,盘龙机场,11:00,北京,大兴国际机场,20:55,杭州,停留5时5分,1250,100% 100%
2020/5/20,四川航空 南方航空,3U8948 CZ6160,广元,盘龙机场,14:55,北京,大兴国际机场,23:30,昆明,停留3时25分,1680,100% None
2020/5/20,华夏航空 厦门航空,G54356 MF8202,哈密,哈密机场,13:30,北京,大兴国际机场,21:25,西宁,停留3时45分,1750,97% None
2020/5/20,天津航空 河北航空,GS7652 NS8032,哈密,哈密机场,10:40,北京,大兴国际机场,21:30,西安,停留5时40分,2630,100% 97%
2020/5/20,上海航空 中国联合航空,FM9255 KN5218,邯郸,邯郸机场,11:20,北京,大兴国际机场,16:25,鄂尔多斯,停留2时5分,788,90% None
2020/5/20,南方航空 河北航空,CZ5695 NS8032,和田,和田机场,10:15,北京,大兴国际机场,21:30,西安,停留2时45分,1620,97% None
2020/5/20,春秋航空 河北航空,9C8858 NS8028,淮安,涟水机场,10:50,北京,大兴国际机场,14:10 +1天,宁波,停留23时50分,922,100% 97%
2020/5/20,春秋航空 中国联合航空,9C8858 KN5992,淮安,涟水机场,10:50,北京,大兴国际机场,18:35,宁波,停留4时5分,938,100% 100%
2020/5/20,山东航空 南方航空,SC4916 CZ6121,济南,遥墙国际机场,19:30,北京,大兴国际机场,14:50 +1天,大连,停留16时40分,890,93% 100.00%
2020/5/20,山东航空 南方航空,SC8795 CZ6121,济南,遥墙国际机场,10:30,北京,大兴国际机场,14:50,大连,停留1时45分,1110,None None
2020/5/20,东方航空 河北航空,MU9882 NS8016,嘉峪关,嘉峪关机场,12:35,北京,大兴国际机场,13:05 +1天,银川,停留20时40分,920,100% None
2020/5/20,东方航空 河北航空,MU2417 NS8026,嘉峪关,嘉峪关机场,17:00,北京,大兴国际机场,19:55 +1天,兰州,停留23时5分,1080,97% 97%
2020/5/20,东方航空 中国联合航空,MU9698 KN5970,锦州,锦州湾机场,15:40,北京,大兴国际机场,14:15 +1天,烟台,停留19时40分,708,90% 96.61%
2020/5/20,祥鹏航空 河北航空,8L9639 NS8032,西双版纳,嘎洒国际机场,18:30,北京,大兴国际机场,21:30 +1天,西安,停留21时55分,906,93% 97%
2020/5/20,成都航空 南方航空,EU2226 CZ6160,西双版纳,嘎洒国际机场,16:50,北京,大兴国际机场,23:30,昆明,停留2时15分,966,None None
2020/5/20,瑞丽航空 中国联合航空,DR6516 KN5256,西双版纳,嘎洒国际机场,23:40,北京,大兴国际机场,16:45 +1天,昆明,停留11时,1035,98.32% None
2020/5/20,南方航空 南方航空,CZ6176 CZ8816,西双版纳,嘎洒国际机场,13:00,北京,大兴国际机场,20:05,重庆,停留2时30分,1140,90% None
2020/5/20,瑞丽航空 中国联合航空,DR6514 KN5256,西双版纳,嘎洒国际机场,8:55,北京,大兴国际机场,16:45,昆明,停留1时45分,1477,100% None
2020/5/20,东方航空 河北航空,MU2322 NS8032,克拉玛依,克拉玛依机场,20:20,北京,大兴国际机场,21:30 +1天,西安,停留19时5分,990,97% 97%
2020/5/20,中国国航 中国联合航空,CA4032 KN5228,克拉玛依,克拉玛依机场,14:10,北京,大兴国际机场,23:00,成都,停留2时25分,1828,97% None
2020/5/20,中国国航 中国联合航空,CA4280 KN5216,库车,龟兹机场,13:05,北京,大兴国际机场,00:50 +1天,成都,停留5时20分,1674,100% 93%
2020/5/20,西部航空 南方航空,PN6388 CZ2801,库尔勒,库尔勒机场,21:25,北京,大兴国际机场,10:35 +1天,重庆,停留6时35分,1070,97% 100.00%
2020/5/20,东方航空 南方航空,MU2355 CZ8824,库尔勒,库尔勒机场,15:25,北京,大兴国际机场,18:45 +1天,西安,停留21时35分,1470,None None
2020/5/20,华夏航空 河北航空,G52824 NS8026,库尔勒,库尔勒机场,8:40,北京,大兴国际机场,19:55,兰州,停留4时20分,1622,100% 97%
2020/5/20,西部航空 南方航空,PN6392 CZ2801,拉萨,贡嘎国际机场,19:10,北京,大兴国际机场,10:35 +1天,重庆,停留10时10分,1240,87% 100.00%
2020/5/20,南方航空 南方航空,CZ2866 CZ2801,拉萨,贡嘎国际机场,21:45,北京,大兴国际机场,10:35 +1天,重庆,停留7时55分,1350,93% 100.00%
2020/5/20,四川航空 河北航空,3U8600 NS8032,拉萨,贡嘎国际机场,12:55,北京,大兴国际机场,21:30,西安,停留2时,1590,90% 97%
2020/5/20,首都航空 河北航空,JD5522 NS8032,丽江,三义机场,21:45,北京,大兴国际机场,21:30 +1天,西安,停留18时55分,710,100% 97%
2020/5/20,首都航空 南方航空,JD5607 CZ2801,丽江,三义机场,23:55,北京,大兴国际机场,10:35 +1天,重庆,停留6时30分,870,90% 100.00%
2020/5/20,东方航空 河北航空,MU9640 NS8032,丽江,三义机场,12:05,北京,大兴国际机场,21:30,西安,停留4时30分,1250,97% None
2020/5/20,华夏航空 南方航空,G52774 CZ8816,丽江,三义机场,14:15,北京,大兴国际机场,20:05,重庆,停留1时30分,1660,None None
2020/5/20,东方航空 南方航空,MU9640 CZ8824,丽江,三义机场,12:05,北京,大兴国际机场,18:45,西安,停留2时,2280,None None
2020/5/20,华夏航空 南方航空,G52852 CZ2801,荔波,荔波机场,21:45,北京,大兴国际机场,10:35 +1天,重庆,停留9时5分,1110,100.00% None
2020/5/20,华夏航空 河北航空,G52606 NS8040,荔波,荔波机场,17:15,北京,大兴国际机场,22:50,贵阳,停留2时5分,1672,77% 97%
2020/5/20,长龙航空 厦门航空,GJ8831 MF8202,连云港,白塔埠机场,14:15,北京,大兴国际机场,21:25,西宁,停留2时5分,1494,None None
2020/5/20,中国国航 南方航空,CA1748 CZ6164,六盘水,月照机场,13:25,北京,大兴国际机场,23:35,杭州,停留5时15分,1250,None None
2020/5/20,中国国航 河北航空,CA1748 NS8020,六盘水,月照机场,13:25,北京,大兴国际机场,20:55,杭州,停留2时40分,1350,100% None
2020/5/20,中国国航 南方航空,CA1796 CZ6164,临汾,临汾尧都机场,15:00,北京,大兴国际机场,23:35,杭州,停留3时50分,930,100% None
2020/5/20,中国国航 中国联合航空,CA4432 KN5228,林芝,米林机场,9:15,北京,大兴国际机场,23:00,成都,停留9时,2168,83% None
2020/5/20,东方航空 中国联合航空,MU5550 KN5978,临沂,临沂启阳机场,21:10,北京,大兴国际机场,14:35 +1天,上海,停留13时35分,800,93% None
2020/5/20,东方航空 南方航空,MU2668 CZ6164,临沂,临沂启阳机场,15:40,北京,大兴国际机场,23:35,杭州,停留4时5分,830,90% None
2020/5/20,深圳航空 中国联合航空,ZH9759 KN5992,临沂,临沂启阳机场,12:10,北京,大兴国际机场,18:35,宁波,停留2时25分,1337,100% 100%
2020/5/20,东方航空 河北航空,MU9689 NS8012,柳州,白莲机场,11:00,北京,大兴国际机场,23:55,三亚,停留7时45分,980,90% 97%
2020/5/20,四川航空 河北航空,3U8200 NS8032,泸州,云龙机场,15:10,北京,大兴国际机场,21:30,西安,停留2时25分,1420,97% 97%
2020/5/20,多彩航空 河北航空,GY7116 NS8040,泸州,云龙机场,16:30,北京,大兴国际机场,22:50,贵阳,停留2时30分,1462,100% 97%
2020/5/20,东方航空 南方航空,MU5858 CZ6160,泸州,云龙机场,8:20,北京,大兴国际机场,23:30,昆明,停留10时30分,1480,100% None
2020/5/20,春秋航空 河北航空,9C6290 NS8028,洛阳,北郊机场,22:40,北京,大兴国际机场,14:10 +1天,宁波,停留11时20分,1143,97% None
2020/5/20,祥鹏航空 南方航空,8L9710 CZ6160,龙岩,冠豸山机场,15:20,北京,大兴国际机场,23:30,昆明,停留2时20分,1580,97% None
2020/5/20,金鹏航空 南方航空,Y87572 CZ6164,绵阳,南郊机场,16:25,北京,大兴国际机场,23:35,杭州,停留2时5分,1710,None None
2020/5/20,成都航空 中国联合航空,EU1902 KN2226,牡丹江,海浪机场,11:00,北京,大兴国际机场,19:40,威海,停留5时5分,898,97% None
2020/5/20,山东航空 中国联合航空,SC4719 KN5970,牡丹江,海浪机场,16:10,北京,大兴国际机场,14:15 +1天,烟台,停留18时25分,1088,96.61% None
2020/5/20,东方航空 中国联合航空,MU2891 KN5906,南京,禄口国际机场T2,7:50,北京,大兴国际机场,11:50,连云港,停留1时30分,748,100% 97%
2020/5/20,祥鹏航空 中国联合航空,8L9930 KN5256,宁蒗,泸沽湖机场,18:05,北京,大兴国际机场,16:45 +1天,昆明,停留16时45分,1207,93% 98.32%
2020/5/20,祥鹏航空 中国联合航空,8L9698 KN5216,宁蒗,泸沽湖机场,13:25,北京,大兴国际机场,00:50 +1天,成都,停留7时25分,1360,87% 93%
2020/5/20,中国国航 中国联合航空,CA4464 KN5216,攀枝花,保安营机场,15:55,北京,大兴国际机场,00:50 +1天,成都,停留5时,1954,97% 93%
2020/5/20,深圳航空 河北航空,ZH9248 NS8032,攀枝花,保安营机场,11:30,北京,大兴国际机场,21:30,西安,停留5时25分,1990,93% 97%
2020/5/20,祥鹏航空 南方航空,8L9932 CZ6160,普洱,思茅机场,23:00,北京,大兴国际机场,23:30 +1天,昆明,停留20时15分,1060,100% 89.44%
2020/5/20,祥鹏航空 南方航空,8L9934 CZ6160,普洱,思茅机场,8:50,北京,大兴国际机场,23:30,昆明,停留10时25分,1601,90% None
2020/5/20,东方航空 南方航空,MU5898 CZ6160,普洱,思茅机场,15:05,北京,大兴国际机场,23:30,昆明,停留4时5分,1750,90% None
2020/5/20,长龙航空 南方航空,GJ8856 CZ6164,黔江,武陵山机场,15:10,北京,大兴国际机场,23:35,杭州,停留3时45分,917,97% None
2020/5/20,西部航空 南方航空,PN6450 CZ2801,日喀则,和平机场,10:15,北京,大兴国际机场,10:35 +1天,重庆,停留18时55分,1800,97% 100.00%
2020/5/20,四川航空 南方航空,3U8220 CZ2801,神农架,红坪机场,13:25,北京,大兴国际机场,10:35 +1天,重庆,停留15时,2050,92% 100.00%
2020/5/20,东方航空 南方航空,MU9714 CZ6160,台州,路桥机场,11:20,北京,大兴国际机场,23:30,昆明,停留5时20分,1500,None None
2020/5/20,东海航空 首都航空,DZ6270 JD5870,太原,武宿国际机场T2,19:15,北京,大兴国际机场,00:55 +1天,合肥,停留2时5分,635,97% None
2020/5/20,东方航空 河北航空,MU5135 NS8008,太原,武宿国际机场T2,9:00,北京,大兴国际机场,14:50,南昌,停留1时35分,1352,100% None
2020/5/20,昆明航空 中国联合航空,KY8263 KN5256,腾冲,驼峰机场T2,8:50,北京,大兴国际机场,16:45,昆明,停留1时55分,2118,100% None
2020/5/20,华夏航空 河北航空,G52828 NS8032,天水,麦积山机场,16:00,北京,大兴国际机场,21:30,西安,停留1时50分,1100,97% 97%
2020/5/20,华夏航空 河北航空,G52824 NS8026,吐鲁番,交河机场,10:25,北京,大兴国际机场,19:55,兰州,停留4时20分,1342,100% 97%
2020/5/20,厦门航空 河北航空,MF8281 NS8026,万州,五桥机场,16:05,北京,大兴国际机场,19:55 +1天,兰州,停留23时40分,1220,97% None
2020/5/20,北部湾航空 厦门航空,GX7884 MF8191,万州,五桥机场,11:50,北京,大兴国际机场,11:05 +1天,长沙,停留19时25分,1300,100% 94.87%
2020/5/20,海南航空 中国联合航空,HU7370 KN5978,潍坊,潍坊机场,22:20,北京,大兴国际机场,14:35 +1天,上海,停留12时10分,982,97% 93%
2020/5/20,海南航空 南方航空,HU7369 CZ6121,潍坊,潍坊机场,8:40,北京,大兴国际机场,14:50,大连,停留3时40分,1532,90% None
2020/5/20,海南航空 中国联合航空,HU7032 KN5900,潍坊,潍坊机场,15:40,北京,大兴国际机场,00:50 +1天,广州,停留3时15分,2370,97% 100%
2020/5/20,海南航空 河北航空,HU7828 NS8032,乌海,乌海机场,15:50,北京,大兴国际机场,21:30,西安,停留1时45分,1452,97% None
2020/5/20,华夏航空 南方航空,G52910 CZ2801,武汉,天河国际机场T3,20:45,北京,大兴国际机场,10:35 +1天,重庆,停留8时5分,990,97% 100.00%
2020/5/20,南方航空 厦门航空,CZ6175 MF8456,武汉,天河国际机场T3,7:20,北京,大兴国际机场,13:35,重庆,停留2时5分,1520,97% 100%
2020/5/20,山东航空 厦门航空,SC4880 MF8127,武夷山,武夷山机场,15:50,北京,大兴国际机场,11:55 +1天,厦门,停留16时15分,1210,None None
2020/5/20,山东航空 河北航空,SC4879 NS8032,武夷山,武夷山机场,9:10,北京,大兴国际机场,21:30,西安,停留7时25分,1670,97% None
2020/5/20,中国国航 中国联合航空,CA4072 KN5216,武夷山,武夷山机场,13:15,北京,大兴国际机场,00:50 +1天,成都,停留6时20分,1704,80% 93%
2020/5/20,中国国航 中国联合航空,CA4591 KN5228,西昌,青山机场,17:20,北京,大兴国际机场,23:00,成都,停留1时50分,1868,100% None
2020/5/20,东方航空 南方航空,MU5936 CZ6160,香格里拉(迪庆),香格里拉机场,23:00,北京,大兴国际机场,23:30 +1天,昆明,停留20时,1290,97% 89.44%
2020/5/20,祥鹏航空 南方航空,8L9832 CZ6160,香格里拉(迪庆),香格里拉机场,9:10,北京,大兴国际机场,23:30,昆明,停留9时50分,1401,92% None
2020/5/20,东方航空 中国联合航空,MU5779 KN5216,香格里拉(迪庆),香格里拉机场,17:50,北京,大兴国际机场,00:50 +1天,成都,停留2时55分,1824,97% 93%
2020/5/20,祥鹏航空 中国联合航空,8L9832 KN5256,香格里拉(迪庆),香格里拉机场,9:10,北京,大兴国际机场,16:45,昆明,停留1时30分,1889,92% 100%
2020/5/20,华夏航空 南方航空,G52695 CZ6164,襄阳,刘集机场,9:00,北京,大兴国际机场,23:35,杭州,停留10时25分,1560,97% None
2020/5/20,长龙航空 中国联合航空,GJ8787 KN5506,徐州,观音机场T2,15:15,北京,大兴国际机场,23:20,哈尔滨,停留3时15分,963,100% None
2020/5/20,吉祥航空 中国联合航空,HO1068 KN5978,宜昌,三峡机场,20:05,北京,大兴国际机场,14:35 +1天,上海,停留14时10分,929,93% None
2020/5/20,首都航空 南方航空,JD5690 CZ6164,宜昌,三峡机场,15:40,北京,大兴国际机场,23:35,杭州,停留3时45分,1085,93% None
2020/5/20,福州航空 中国联合航空,FU6675 KN5968,宜昌,三峡机场,8:20,北京,大兴国际机场,14:40,泉州,停留2时,2010,87% None
2020/5/20,祥鹏航空 中国联合航空,8L9887 KN5956,宜春,明月山机场,11:25,北京,大兴国际机场,21:05,上海,停留5时25分,1099,93% 100%
2020/5/20,东方航空 东方航空,MU2218 MU2427,玉树,玉树巴塘机场,16:00,北京,大兴国际机场,10:20 +1天,西宁,停留14时50分,1700,93% 90%
2020/5/20,东方航空 中国联合航空,MU2217 KN5216,玉树,玉树巴塘机场,10:00,北京,大兴国际机场,00:50 +1天,成都,停留10时35分,1854,93% 93%
2020/5/20,西藏航空 厦门航空,TV6024 MF8202,玉树,玉树巴塘机场,13:00,北京,大兴国际机场,21:25,西宁,停留4时55分,2389,None None
2020/5/20,东方航空 厦门航空,MU2314 MF8202,玉树,玉树巴塘机场,16:00,北京,大兴国际机场,21:25,西宁,停留1时55分,2560,90% None
2020/5/20,东方航空 首都航空,MU7882 JD5870,湛江,湛江机场,11:35,北京,大兴国际机场,00:55 +1天,合肥,停留9时10分,840,97% None
2020/5/20,春秋航空 首都航空,9C8924 JD5768,湛江,湛江机场,18:00,北京,大兴国际机场,01:05 +1天,南昌,停留2时35分,875,87% None
2020/5/20,南方航空 南方航空,CZ2726 CZ8816,张家界,荷花机场T2,10:50,北京,大兴国际机场,20:05,重庆,停留5时25分,1160,None None
2020/5/20,华夏航空 南方航空,G52831 CZ6121,张家口,张家口机场,19:15,北京,大兴国际机场,14:50 +1天,大连,停留16时35分,1080,79% 100.00%
2020/5/20,成都航空 河北航空,EU2272 NS8026,张掖,甘州机场,18:30,北京,大兴国际机场,19:55 +1天,兰州,停留22时,866,97% 97%
2020/5/20,东方航空 南方航空,MU5865 CZ2801,昭通,昭通机场,13:35,北京,大兴国际机场,10:35 +1天,重庆,停留17时20分,1690,100% 100.00%
2020/5/20,江西航空 首都航空,RY8934 JD5768,郑州,新郑国际机场T2,16:10,北京,大兴国际机场,01:05 +1天,南昌,停留4时50分,725,100% 87%
2020/5/20,东方航空 南方航空,MU9956 CZ6164,郑州,新郑国际机场T2,18:05,北京,大兴国际机场,23:35,杭州,停留1时30分,790,None None
2020/5/20,首都航空 河北航空,JD5636 NS8020,郑州,新郑国际机场T2,15:05,北京,大兴国际机场,20:55,杭州,停留1时45分,925,100% None
2020/5/20,上海航空 首都航空,FM9296 JD5352,郑州,新郑国际机场T2,13:55,北京,大兴国际机场,20:15,杭州,停留2时20分,1130,100% 97%
2020/5/20,南方航空 南方航空,CZ3591 CZ3908,郑州,新郑国际机场T2,7:45,北京,大兴国际机场,14:05,上海,停留2时15分,1190,97% None
2020/5/20,吉祥航空 河北航空,HO1008 NS8032,中卫,沙坡头机场,14:05,北京,大兴国际机场,21:30,西安,停留3时35分,1110,90% 97%
2020/5/20,成都航空 中国联合航空,EU6674 KN5952,舟山,普陀山机场,18:15,北京,大兴国际机场,12:30 +1天,上饶,停留14时35分,778,100% None
2020/5/20,桂林航空 中国联合航空,GT1025 KN5887,舟山,普陀山机场,9:50,北京,大兴国际机场,19:40,惠州,停留4时35分,1133,None None
2020/5/20,中国联合航空 华夏航空,KN2975 G52776,北京,大兴国际机场,13:55,阿尔山,伊尔施机场,12:15 +1天,乌兰浩特,停留19时10分,368,100.00% 93%
2020/5/20,河北航空 东方航空,NS8031 MU2189,北京,大兴国际机场,15:45,阿克苏,阿克苏机场,13:20 +1天,西安,停留15时15分,815,98.32% None
2020/5/20,南方航空 南方航空,CZ8823 CZ6896,北京,大兴国际机场,12:50,阿克苏,阿克苏机场,21:30,西安,停留2时10分,1050,None None
2020/5/20,东方航空 华夏航空,MU5527 G52715,北京,大兴国际机场,19:05,阿拉善左旗,阿拉善左旗机场,09:35 +1天,重庆,停留9时30分,770,93% None
2020/5/20,东方航空 长龙航空,MU5147 GJ8909,北京,大兴国际机场,12:30,安顺,黄果树机场,09:30 +1天,杭州,停留16时,908,97% None
2020/5/20,首都航空 长龙航空,JD5351 GJ8909,北京,大兴国际机场,23:05,安顺,黄果树机场,09:30 +1天,杭州,停留5时25分,915,100% None
2020/5/20,中国联合航空 春秋航空,KN5977 9C8759,北京,大兴国际机场,21:00,包头,包头东河机场,09:35 +1天,上海,停留7时30分,683,100.00% None
2020/5/20,河北航空 东方航空,NS8031 MU2389,北京,大兴国际机场,15:45,包头,包头东河机场,23:00,西安,停留3时30分,815,98.32% 96.67%
2020/5/20,东方航空 东方航空,MU9708 MU5983,北京,大兴国际机场,20:20,保山,保山机场,07:50 +1天,昆明,停留5时35分,650,None None
2020/5/20,河北航空 红土航空,NS8007 A67118,北京,大兴国际机场,9:00,保山,保山机场,22:05,南昌,停留7时45分,866,100% None
2020/5/20,中国联合航空 东方航空,KN5255 MU5738,北京,大兴国际机场,14:50,保山,保山机场,23:15,昆明,停留1时35分,928,96.61% 100.00%
2020/5/20,中国联合航空 东方航空,KN5215 MU5730,北京,大兴国际机场,7:20,保山,保山机场,21:00,成都,停留8时55分,1036,93% 100.00%
2020/5/20,河北航空 河北航空,NS8031 NS3255,北京,大兴国际机场,15:45,北海,福成机场,13:00 +1天,西安,停留16时25分,790,98.32% 93.10%
2020/5/20,厦门航空 东方航空,MF8148 MU2753,北京,大兴国际机场,22:05,北海,福成机场,11:30 +1天,长沙,停留9时5分,850,100% 98.32%
2020/5/20,厦门航空 河北航空,MF8192 NS3321,北京,大兴国际机场,12:15,北海,福成机场,18:55,长沙,停留2时20分,960,100% None
2020/5/20,中国联合航空 春秋航空,KN5977 9C8531,北京,大兴国际机场,21:00,白山,长白山机场,20:15 +1天,上海,停留18时30分,1023,100.00% 100.00%
2020/5/20,河北航空 东方航空,NS8031 MU9691,北京,大兴国际机场,15:45,博乐,博乐机场,15:10 +1天,西安,停留17时15分,885,98.32% None
2020/5/20,河北航空 春秋航空,NS8027 9C6321,北京,大兴国际机场,8:00,朝阳,邯郸机场,14:30,宁波,停留1时45分,742,94.87% None
2020/5/20,河北航空 春秋航空,NS8029 9C8706,北京,大兴国际机场,9:00,揭阳,潮汕机场,15:05,桂林,停留1时50分,710,93% 93%
2020/5/20,中国联合航空 红土航空,KN5255 A67115,北京,大兴国际机场,14:50,沧源,佤山机场,07:35 +1天,昆明,停留9时50分,638,96.61% None
2020/5/20,厦门航空 红土航空,MF8148 A67116,北京,大兴国际机场,22:05,沧源,佤山机场,14:20 +1天,长沙,停留11时10分,900,100% None
2020/5/20,东方航空 中国国航,MU5527 CA4551,北京,大兴国际机场,19:05,大理,大理机场,10:15 +1天,重庆,停留10时20分,850,97% None
2020/5/20,河北航空 山东航空,NS8025 SC4684,北京,大兴国际机场,14:15,大同,云冈机场,20:50,兰州,停留2时30分,920,100% 96.61%
2020/5/20,河北航空 四川航空,NS8031 3U8119,北京,大兴国际机场,15:45,稻城,亚丁机场,08:50 +1天,西安,停留12时50分,800,98.32% None
2020/5/20,中国联合航空 春秋航空,KN5737 9C8737,北京,大兴国际机场,7:55,东营,胜利机场,20:40,上海,停留8时40分,691,100.00% 98.32%
