date,airlineName,flightNumber,craftTypeName,departureCity,departureAirport,departureTime,arrivalCity,arrivalAirport,arrivalTime,stopoverCity,lowestPrice,punctualRate
2020-05-20,南方航空,CZ6113,空客320(中型),鞍山,腾鳌机场,12:35,北京,大兴国际机场,14:10,,700,
2020-05-20,中国联合航空,KN5518,波音737(中型),白城,长安机场,18:20,北京,大兴国际机场,20:30,,398,100%
2020-05-20,中国联合航空,KN5210,波音737(中型),毕节,飞雄机场,12:05,北京,大兴国际机场,15:15,,948,93%
2020-05-20,重庆航空,OQ2301,空客320(中型),重庆,江北国际机场T3,08:00,北京,大兴国际机场,10:35,,727,
2020-05-20,南方航空,CZ2801,空客320(中型),重庆,江北国际机场T3,08:00,北京,大兴国际机场,10:35,,730,
2020-05-20,厦门航空,MF8456,波音738(中型),重庆,江北国际机场T3,11:00,北京,大兴国际机场,13:35,,890,100%
2020-05-20,南方航空,CZ5803,波音738(中型),重庆,江北国际机场T3,11:00,北京,大兴国际机场,13:35,,1070,100%
2020-05-20,南方航空,CZ8816,空客321(中型),重庆,江北国际机场T3,17:20,北京,大兴国际机场,20:05,,1270,
2020-05-20,中国联合航空,KN5216,波音737(中型),成都,双流国际机场T2,22:15,北京,大兴国际机场,00:50 +1天,,764,93%
2020-05-20,中国联合航空,KN5218,波音737(中型),成都,双流国际机场T2,11:35,北京,大兴国际机场,16:25,鄂尔多斯,808,100%
2020-05-20,中国联合航空,KN5228,波音737(中型),成都,双流国际机场T2,20:15,北京,大兴国际机场,23:00,,908,
2020-05-20,中国联合航空,KN5902,波音737(中型),池州,九华山机场,10:55,北京,大兴国际机场,12:50,,438,100%
2020-05-20,中国联合航空,KN2922,波音737(中型),赤峰,玉龙机场,11:10,北京,大兴国际机场,12:40,,736,93%
2020-05-20,中国联合航空,KN5530,波音737(中型),长春,龙嘉国际机场T2,11:50,北京,大兴国际机场,13:50,,491,97%
2020-05-20,河北航空,NS8018,波音738(中型),长春,龙嘉国际机场T2,19:50,北京,大兴国际机场,22:15,,550,100%
2020-05-20,厦门航空,MF7184,波音738(中型),长春,龙嘉国际机场T2,19:50,北京,大兴国际机场,22:15,,800,100%
2020-05-20,南方航空,CZ5080,波音738(中型),长沙,黄花国际机场T2,08:40,北京,大兴国际机场,11:05,,1200,
2020-05-20,厦门航空,MF8191,波音738(中型),长沙,黄花国际机场T2,08:40,北京,大兴国际机场,11:05,,1200,
2020-05-20,南方航空,CZ5060,波音738(中型),长沙,黄花国际机场T2,18:40,北京,大兴国际机场,21:00,,1200,
2020-05-20,厦门航空,MF8147,波音738(中型),长沙,黄花国际机场T2,18:40,北京,大兴国际机场,21:00,,1200,
2020-05-20,南方航空,CZ6121,空客321(中型),大连,周水子国际机场,13:20,北京,大兴国际机场,14:50,,940,
2020-05-20,中国联合航空,KN5218,波音737(中型),鄂尔多斯,伊金霍洛机场,14:50,北京,大兴国际机场,16:25,,458,
2020-05-20,首都航空,JD5212,空客320(中型),二连浩特,赛乌苏国际机场,23:40,北京,大兴国际机场,01:20 +1天,,160,93%
2020-05-20,中国联合航空,KN5952,波音737(中型),佛山,沙堤机场,07:50,北京,大兴国际机场,12:30,上饶,758,
2020-05-20,中国联合航空,KN5776,波音737(中型),福州,长乐国际机场,08:00,北京,大兴国际机场,10:45,,1208,100%
2020-05-20,河北航空,NS8107,波音787(大型),福州,长乐国际机场,12:00,北京,大兴国际机场,15:00,,1889,100%
2020-05-20,南方航空,CZ5042,波音787(大型),福州,长乐国际机场,12:00,北京,大兴国际机场,15:00,,1890,100%
2020-05-20,厦门航空,MF8107,,福州,长乐国际机场,12:00,北京,大兴国际机场,15:00,,1890,100%
2020-05-20,中国联合航空,KN5900,波音737(中型),广州,白云国际机场T1,21:50,北京,大兴国际机场,00:50 +1天,,1158,100%
2020-05-20,厦门航空,MF8188,波音738(中型),广州,白云国际机场T2,12:35,北京,大兴国际机场,15:25,,1550,
2020-05-20,南方航空,CZ5024,波音738(中型),广州,白云国际机场T2,12:35,北京,大兴国际机场,15:25,,1750,
2020-05-20,河北航空,NS8040,波音738(中型),贵阳,龙洞堡国际机场T1,20:00,北京,大兴国际机场,22:50,,972,97%
2020-05-20,厦门航空,MF7206,波音738(中型),贵阳,龙洞堡国际机场T1,20:00,北京,大兴国际机场,22:50,,990,97%
2020-05-20,南方航空,CZ6187,波音738(中型),贵阳,龙洞堡国际机场T2,11:00,北京,大兴国际机场,14:05,,1960,
2020-05-20,河北航空,NS8030,波音738(中型),桂林,两江国际机场T2,12:35,北京,大兴国际机场,15:25,,460,93%
2020-05-20,厦门航空,MF7196,波音738(中型),桂林,两江国际机场T2,12:35,北京,大兴国际机场,15:25,,550,93%
2020-05-20,中国联合航空,KN5506,波音737(中型),哈尔滨,太平国际机场T2,21:00,北京,大兴国际机场,23:20,,558,
2020-05-20,首都航空,JD5596,空客320(中型),海口,美兰国际机场,08:40,北京,大兴国际机场,13:55,梅州,695,
2020-05-20,南方航空,CZ6365,空客321(中型),海口,美兰国际机场,12:55,北京,大兴国际机场,16:50,,700,
2020-05-20,中国联合航空,KN2976,波音737(中型),海拉尔,呼伦贝尔东山国际机场,20:00,北京,大兴国际机场,23:55,乌兰浩特,521,97%
2020-05-20,中国联合航空,KN5620,波音737(中型),汉中,城固机场,20:15,北京,大兴国际机场,22:15,,518,100%
2020-05-20,南方航空,CZ6164,空客321(中型),杭州,萧山国际机场T3,21:10,北京,大兴国际机场,23:35,,430,
2020-05-20,河北航空,NS8020,波音738(中型),杭州,萧山国际机场T3,18:35,北京,大兴国际机场,20:55,,530,100%
2020-05-20,首都航空,JD5352,空客319(中型),杭州,萧山国际机场T3,17:50,北京,大兴国际机场,20:15,,580,97%
2020-05-20,厦门航空,MF7186,波音738(中型),杭州,萧山国际机场T3,18:35,北京,大兴国际机场,20:55,,850,100%
2020-05-20,南方航空,CZ5062,波音738(中型),杭州,萧山国际机场T3,10:00,北京,大兴国际机场,12:25,,1410,100%
2020-05-20,厦门航空,MF8149,波音738(中型),杭州,萧山国际机场T3,10:00,北京,大兴国际机场,12:25,,1410,100%
2020-05-20,首都航空,JD5870,空客 A320(中型),合肥,新桥国际机场,23:00,北京,大兴国际机场,00:55 +1天,,250,97%
2020-05-20,中国联合航空,KN5822,波音737(中型),怀化,芷江机场,11:15,北京,大兴国际机场,13:50,,598,100%
2020-05-20,中国联合航空,KN5616,波音737(中型),惠州,平潭机场,07:15,北京,大兴国际机场,11:40,信阳,733,
2020-05-20,中国联合航空,KN5887,波音737(中型),惠州,平潭机场,16:35,北京,大兴国际机场,19:40,,778,
2020-05-20,首都航空,JD5316,空客320(中型),鸡西,兴凯湖机场,17:20,北京,大兴国际机场,20:15,,985,93%
2020-05-20,厦门航空,MF8212,波音738(中型),嘉峪关,嘉峪关机场,14:10,北京,大兴国际机场,17:05,,2000,
2020-05-20,中国联合航空,KN5652,波音737(中型),金昌,金川机场,14:45,北京,大兴国际机场,19:15,榆林,410,100%
2020-05-20,中国联合航空,KN5968,波音737(中型),晋江,晋江机场,12:10,北京,大兴国际机场,14:40,,1118,
2020-05-20,南方航空,CZ5046,波音738(中型),晋江,晋江机场,13:30,北京,大兴国际机场,16:10,,1120,100%
2020-05-20,厦门航空,MF8113,波音738(中型),晋江,晋江机场,13:30,北京,大兴国际机场,16:10,,1120,100%
2020-05-20,南方航空,CZ6160,空客330(大型),昆明,长水国际机场,20:05,北京,大兴国际机场,23:30,,790,
2020-05-20,中国联合航空,KN5256,波音737(中型),昆明,长水国际机场,11:45,北京,大兴国际机场,16:45,巴中,1278,100%
2020-05-20,东方航空,MU9707,波音737(中型),昆明,长水国际机场,13:25,北京,大兴国际机场,18:20,昭通,3380,
2020-05-20,河北航空,NS8026,波音738(中型),兰州,中川机场T2,17:35,北京,大兴国际机场,19:55,,822,97%
2020-05-20,厦门航空,MF7192,波音738(中型),兰州,中川机场T2,17:35,北京,大兴国际机场,19:55,,840,97%
2020-05-20,中国联合航空,KN5906,波音737(中型),连云港,白塔埠机场,10:20,北京,大兴国际机场,11:50,,418,97%
2020-05-20,东方航空,MU5696,空客321(中型),洛阳,北郊机场,17:00,北京,大兴国际机场,19:00,,1160,97%
2020-05-20,中国联合航空,KN5918,波音737(中型),龙岩,冠豸山机场,13:00,北京,大兴国际机场,15:40,,706,100%
2020-05-20,首都航空,JD5596,空客320(中型),梅州,梅县机场 ,11:00,北京,大兴国际机场,13:55,,1085,97%
2020-05-20,首都航空,JD5768,空客320(中型),南昌,昌北国际机场T2,22:35,北京,大兴国际机场,01:05 +1天,,425,87%
2020-05-20,河北航空,NS8008,波音738(中型),南昌,昌北国际机场T2,12:35,北京,大兴国际机场,14:50,,912,100%
2020-05-20,厦门航空,MF7174,波音738(中型),南昌,昌北国际机场T2,12:35,北京,大兴国际机场,14:50,,930,100%
2020-05-20,南方航空,CZ6945,空客320(中型),南充,高坪机场,20:30,北京,大兴国际机场,23:05,,1510,100%
2020-05-20,南方航空,CZ3277,波音737(中型),南宁,吴圩国际机场T2,08:00,北京,大兴国际机场,11:25,,1810,
2020-05-20,东海航空,DZ6201,波音738(中型),南通,兴东国际机场T3,09:00,北京,大兴国际机场,11:00,,630,
2020-05-20,河北航空,NS8006,波音738(中型),南通,兴东国际机场T3,10:55,北京,大兴国际机场,13:00,,660,100%
2020-05-20,厦门航空,MF7172,波音738(中型),南通,兴东国际机场T3,10:55,北京,大兴国际机场,13:00,,690,100%
2020-05-20,中国联合航空,KN5760,波音737(中型),南阳,姜营机场,15:35,北京,大兴国际机场,17:25,,568,
2020-05-20,中国联合航空,KN5992,波音737(中型),宁波,栎社国际机场T2,16:10,北京,大兴国际机场,18:35,,688,100%
2020-05-20,河北航空,NS8028,波音738(中型),宁波,栎社国际机场T2,11:55,北京,大兴国际机场,14:10,,812,97%
2020-05-20,厦门航空,MF7194,波音738(中型),宁波,栎社国际机场T2,11:55,北京,大兴国际机场,14:10,,830,97%
2020-05-20,中国联合航空,KN2268,波音737(中型),齐齐哈尔,三家子机场,19:50,北京,大兴国际机场,22:00,,798,97%
2020-05-20,中国联合航空,KN5932,波音737(中型),衢州,衢州机场,18:35,北京,大兴国际机场,21:15,,558,97%
2020-05-20,中国联合航空,KN5856,波音737(中型),日照,山字河机场,15:40,北京,大兴国际机场,17:10,,698,100%
2020-05-20,首都航空,JD5870,空客 A320(中型),三亚,凤凰国际机场T2,19:25,北京,大兴国际机场,00:55 +1天,合肥,530,97%
2020-05-20,首都航空,JD5578,空客 A320(中型),三亚,凤凰国际机场T2,21:20,北京,大兴国际机场,01:20 +1天,,630,93%
2020-05-20,河北航空,NS8012,波音738(中型),三亚,凤凰国际机场T2,20:10,北京,大兴国际机场,23:55,,680,97%
2020-05-20,厦门航空,MF7178,波音738(中型),三亚,凤凰国际机场T2,20:10,北京,大兴国际机场,23:55,,1010,97%
2020-05-20,厦门航空,MF8394,波音738(中型),三亚,凤凰国际机场T1,14:20,北京,大兴国际机场,18:20,,1490,97%
2020-05-20,南方航空,CZ5871,波音738(中型),三亚,凤凰国际机场T1,14:20,北京,大兴国际机场,18:20,,1810,97%
2020-05-20,南方航空,CZ6715,空客330(大型),三亚,凤凰国际机场T1,14:00,北京,大兴国际机场,17:50,,3350,100%
2020-05-20,中国联合航空,KN5928,波音737(中型),厦门,高崎国际机场T4,16:15,北京,大兴国际机场,19:15,,948,97%
2020-05-20,厦门航空,MF8127,波音738(中型),厦门,高崎国际机场T3,09:00,北京,大兴国际机场,11:55,,1240,100%
2020-05-20,厦门航空,MF8101,,厦门,高崎国际机场T3,11:00,北京,大兴国际机场,14:00,,1240,100%
2020-05-20,南方航空,CZ5897,波音738(中型),厦门,高崎国际机场T3,09:00,北京,大兴国际机场,11:55,,1260,100%
2020-05-20,南方航空,CZ5036,波音787(大型),厦门,高崎国际机场T3,11:00,北京,大兴国际机场,14:00,,1260,100%
2020-05-20,中国联合航空,KN5956,波音737(中型),上海,虹桥国际机场T2,18:30,北京,大兴国际机场,21:05,,573,100%
2020-05-20,中国联合航空,KN5978,波音737(中型),上海,浦东国际机场T1,12:15,北京,大兴国际机场,14:35,,603,93%
2020-05-20,中国联合航空,KN5738,波音737(中型),上海,虹桥国际机场T2,11:15,北京,大兴国际机场,13:30,,638,93%
2020-05-20,南方航空,CZ3908,空客321(中型),上海,虹桥国际机场T2,11:45,北京,大兴国际机场,14:05,,730,
2020-05-20,南方航空,CZ8888,空客330(大型),上海,虹桥国际机场T2,15:30,北京,大兴国际机场,17:55,,730,
2020-05-20,吉祥航空,HO1251,空客321(中型),上海,虹桥国际机场T2,11:15,北京,大兴国际机场,13:20,,830,
2020-05-20,厦门航空,MF8177,波音738(中型),上海,浦东国际机场T2,12:55,北京,大兴国际机场,15:20,,1010,
2020-05-20,南方航空,CZ5078,波音738(中型),上海,浦东国际机场T2,12:55,北京,大兴国际机场,15:20,,1010,
2020-05-20,中国联合航空,KN5856,波音737(中型),深圳,宝安国际机场T3,11:40,北京,大兴国际机场,17:10,日照,998,97%
2020-05-20,中国联合航空,KN5912,波音737(中型),深圳,宝安国际机场T3,18:35,北京,大兴国际机场,22:00,,1248,97%
2020-05-20,南方航空,CZ5058,波音738(中型),深圳,宝安国际机场T3,19:55,北京,大兴国际机场,23:15,,1490,100%
2020-05-20,厦门航空,MF8141,波音738(中型),深圳,宝安国际机场T3,19:55,北京,大兴国际机场,23:15,,1490,100%
2020-05-20,中国联合航空,KN5868,波音737(中型),深圳,宝安国际机场T3,16:35,北京,大兴国际机场,20:10,,1498,100%
2020-05-20,东方航空,MU9628,空客321(中型),深圳,宝安国际机场T3,21:40,北京,大兴国际机场,00:50 +1天,,2280,
2020-05-20,河北航空,NS8010,波音738(中型),扬州,扬州泰州机场,19:00,北京,大兴国际机场,20:45,,612,97%
2020-05-20,厦门航空,MF7176,波音738(中型),扬州,扬州泰州机场,19:00,北京,大兴国际机场,20:45,,630,97%
2020-05-20,中国联合航空,KN2918,波音737(中型),通辽,通辽机场,10:15,北京,大兴国际机场,11:55,,609,93%
2020-05-20,南方航空,CZ3993,空客320(中型),铜仁,铜仁凤凰机场,21:45,北京,大兴国际机场,00:30 +1天,,1700,100%
2020-05-20,中国联合航空,KN2226,波音737(中型),威海,大水泊机场,18:00,北京,大兴国际机场,19:40,,468,97%
2020-05-20,中国联合航空,KN5958,波音737(中型),温州,龙湾国际机场T2,08:10,北京,大兴国际机场,10:30,,1148,100%
2020-05-20,中国联合航空,KN2976,波音737(中型),乌兰浩特,乌兰浩特机场,21:50,北京,大兴国际机场,23:55,,418,97%
2020-05-20,中国联合航空,KN2957,波音737(中型),乌兰浩特,乌兰浩特机场,17:00,北京,大兴国际机场,19:15,,618,90%
2020-05-20,中国联合航空,KN5732,波音737(中型),梧州,西江机场,20:10,北京,大兴国际机场,23:10,,798,93%
2020-05-20,河北航空,NS8032,波音738(中型),西安,咸阳国际机场T3,19:00,北京,大兴国际机场,21:30,,870,97%
2020-05-20,厦门航空,MF7198,波音738(中型),西安,咸阳国际机场T3,19:00,北京,大兴国际机场,21:30,,940,97%
2020-05-20,南方航空,CZ8824,空客321(中型),西安,咸阳国际机场T3,16:30,北京,大兴国际机场,18:45,,1900,
2020-05-20,厦门航空,MF8202,波音738(中型),西宁,曹家堡机场T2,19:10,北京,大兴国际机场,21:25,,1060,
2020-05-20,南方航空,CZ5112,波音738(中型),西宁,曹家堡机场T2,19:10,北京,大兴国际机场,21:25,,1230,
2020-05-20,中国联合航空,KN2966,波音737(中型),锡林浩特,锡林浩特机场,21:50,北京,大兴国际机场,23:20,,315,100%
2020-05-20,中国联合航空,KN5970,波音737(中型),烟台,蓬莱国际机场,12:40,北京,大兴国际机场,14:15,,568,97%
2020-05-20,中国联合航空,KN5520,波音737(中型),伊春,林都机场,10:20,北京,大兴国际机场,12:50,,1380,100%
2020-05-20,中国联合航空,KN5908,波音737(中型),义乌,义乌机场,13:15,北京,大兴国际机场,15:40,,748,
2020-05-20,河北航空,NS8016,波音738(中型),银川,银川河东国际机场,11:00,北京,大兴国际机场,13:05,,1106,100%
2020-05-20,厦门航空,MF7182,波音738(中型),银川,银川河东国际机场,11:00,北京,大兴国际机场,13:05,,1130,100%
2020-05-20,中国联合航空,KN5652,波音737(中型),榆林,榆阳机场,17:30,北京,大兴国际机场,19:15,,567,100%
2020-05-20,东方航空,MU9707,波音737(中型),昭通,昭通机场,15:05,北京,大兴国际机场,18:20,,2010,
2020-05-20,中国联合航空,KN5832,波音737(中型),珠海,金湾机场,13:20,北京,大兴国际机场,16:40,,808,93%
2020-05-20,南方航空,CZ3733,波音738(中型),珠海,金湾机场,11:45,北京,大兴国际机场,14:55,,2030,
2020-05-20,河北航空,NS8022,波音738(中型),遵义(新舟),新舟机场,11:40,北京,大兴国际机场,14:40,,910,
2020-05-20,厦门航空,MF7188,波音738(中型),遵义(新舟),新舟机场,11:40,北京,大兴国际机场,14:40,,910,
2020-05-20,南方航空,CZ6114,空客320(中型),北京,大兴国际机场,09:55,鞍山,腾鳌机场,11:35,,380,97%
2020-05-20,中国联合航空,KN5517,波音737(中型),北京,大兴国际机场,15:40,白城,长安机场,17:35,,313,100%
2020-05-20,中国联合航空,KN5209,波音737(中型),北京,大兴国际机场,08:15,毕节,飞雄机场,11:20,,548,97%
2020-05-20,东方航空,MU5527,空客321(中型),北京,大兴国际机场,19:05,重庆,江北国际机场T3,22:10,,425,
2020-05-20,重庆航空,OQ2004,空客320(中型),北京,大兴国际机场,17:30,重庆,江北国际机场T3,20:35,,568,
2020-05-20,南方航空,CZ2704,空客320(中型),北京,大兴国际机场,17:30,重庆,江北国际机场T3,20:35,,570,
2020-05-20,重庆航空,OQ2302,空客320(中型),北京,大兴国际机场,11:40,重庆,江北国际机场T3,14:50,,771,100%
2020-05-20,南方航空,CZ2802,空客320(中型),北京,大兴国际机场,11:40,重庆,江北国际机场T3,14:50,,790,100%
2020-05-20,南方航空,CZ8815,空客321(中型),北京,大兴国际机场,12:55,重庆,江北国际机场T3,16:05,,790,
2020-05-20,厦门航空,MF8455,波音738(中型),北京,大兴国际机场,14:50,重庆,江北国际机场T3,17:50,,1010,100%
2020-05-20,南方航空,CZ5802,波音738(中型),北京,大兴国际机场,14:50,重庆,江北国际机场T3,17:50,,1070,100%
2020-05-20,东方航空,MU5231,空客330(大型),北京,大兴国际机场,20:15,成都,双流国际机场T2,23:05,,450,
2020-05-20,中国联合航空,KN5215,波音737(中型),北京,大兴国际机场,07:20,成都,双流国际机场T2,10:20,,511,93%
2020-05-20,中国联合航空,KN5217,波音737(中型),北京,大兴国际机场,15:30,成都,双流国际机场T2,21:10,鄂尔多斯,519,100%
2020-05-20,中国联合航空,KN5227,波音737(中型),北京,大兴国际机场,16:00,成都,双流国际机场T2,19:05,,637,
2020-05-20,中国联合航空,KN5901,波音737(中型),北京,大兴国际机场,08:10,池州,九华山机场,10:10,,438,100%
2020-05-20,中国联合航空,KN2921,波音737(中型),北京,大兴国际机场,09:00,赤峰,玉龙机场,10:20,,388,96.61%
2020-05-20,河北航空,NS8017,波音738(中型),北京,大兴国际机场,16:20,长春,龙嘉国际机场T2,18:25,,300,100%
2020-05-20,中国联合航空,KN5529,波音737(中型),北京,大兴国际机场,08:40,长春,龙嘉国际机场T2,10:50,,538,97%
2020-05-20,厦门航空,MF7183,波音738(中型),北京,大兴国际机场,16:20,长春,龙嘉国际机场T2,18:25,,600,100%
2020-05-20,厦门航空,MF8148,波音738(中型),北京,大兴国际机场,22:05,长沙,黄花国际机场T2,00:40 +1天,,490,100%
2020-05-20,厦门航空,MF8192,波音738(中型),北京,大兴国际机场,12:15,长沙,黄花国际机场T2,14:50,,570,100%
2020-05-20,南方航空,CZ5081,波音738(中型),北京,大兴国际机场,12:15,长沙,黄花国际机场T2,14:50,,870,100%
2020-05-20,南方航空,CZ5061,波音738(中型),北京,大兴国际机场,22:05,长沙,黄花国际机场T2,00:40 +1天,,870,100%
2020-05-20,南方航空,CZ6122,空客321(中型),北京,大兴国际机场,15:55,大连,周水子国际机场,17:30,,600,100.00%
2020-05-20,中国联合航空,KN5217,波音737(中型),北京,大兴国际机场,15:30,鄂尔多斯,伊金霍洛机场,17:25,,994,
2020-05-20,首都航空,JD5211,空客320(中型),北京,大兴国际机场,21:10,二连浩特,赛乌苏国际机场,22:50,,157,93%
2020-05-20,中国联合航空,KN5951,波音737(中型),北京,大兴国际机场,19:05,佛山,沙堤机场,23:45,上饶,579,
2020-05-20,中国联合航空,KN5775,波音737(中型),北京,大兴国际机场,20:30,福州,长乐国际机场,23:25,,630,100.00%
2020-05-20,厦门航空,MF8120,波音738(中型),北京,大兴国际机场,20:15,福州,长乐国际机场,23:10,,670,96.61%
2020-05-20,厦门航空,MF8116,波音738(中型),北京,大兴国际机场,12:05,福州,长乐国际机场,14:55,,1130,98.32%
2020-05-20,厦门航空,MF8108,,北京,大兴国际机场,16:40,福州,长乐国际机场,19:35,,1130,98.32%
2020-05-20,南方航空,CZ5049,波音738(中型),北京,大兴国际机场,12:05,福州,长乐国际机场,14:55,,1200,98.32%
2020-05-20,南方航空,CZ5043,波音787(大型),北京,大兴国际机场,16:40,福州,长乐国际机场,19:35,,1200,98.32%
2020-05-20,南方航空,CZ5053,波音738(中型),北京,大兴国际机场,20:15,福州,长乐国际机场,23:10,,1200,96.61%
2020-05-20,厦门航空,MF8187,波音738(中型),北京,大兴国际机场,08:00,广州,白云国际机场T2,11:20,,400,
2020-05-20,东方航空,MU9661,空客321(中型),北京,大兴国际机场,08:15,广州,白云国际机场T1,11:30,,435,
2020-05-20,中国联合航空,KN5899,波音737(中型),北京,大兴国际机场,17:05,广州,白云国际机场T1,20:40,,457,100%
2020-05-20,南方航空,CZ5023,波音738(中型),北京,大兴国际机场,08:00,广州,白云国际机场T2,11:20,,1370,
2020-05-20,河北航空,NS8039,波音738(中型),北京,大兴国际机场,16:00,贵阳,龙洞堡国际机场T1,19:00,,772,93%
2020-05-20,厦门航空,MF7205,波音738(中型),北京,大兴国际机场,16:00,贵阳,龙洞堡国际机场T1,19:00,,830,93%
2020-05-20,南方航空,CZ6188,波音738(中型),北京,大兴国际机场,15:10,贵阳,龙洞堡国际机场T2,18:15,,1060,100.00%
2020-05-20,河北航空,NS8029,波音738(中型),北京,大兴国际机场,09:00,桂林,两江国际机场T2,11:50,,460,93%
2020-05-20,厦门航空,MF7195,波音738(中型),北京,大兴国际机场,09:00,桂林,两江国际机场T2,11:50,,550,93%
2020-05-20,中国联合航空,KN5505,波音737(中型),北京,大兴国际机场,18:00,哈尔滨,太平国际机场T2,20:00,,413,100.00%
2020-05-20,首都航空,JD5595,空客319(中型),北京,大兴国际机场,15:05,海口,美兰国际机场,20:30,梅州,537,100.00%
2020-05-20,南方航空,CZ6366,空客321(中型),北京,大兴国际机场,08:15,海口,美兰国际机场,11:55,,710,96.61%
2020-05-20,中国联合航空,KN2975,波音737(中型),北京,大兴国际机场,13:55,海拉尔,呼伦贝尔东山国际机场,18:40,乌兰浩特,408,98.32%
2020-05-20,中国联合航空,KN5619,波音737(中型),北京,大兴国际机场,16:45,汉中,城固机场,19:10,,347,100%
2020-05-20,首都航空,JD5351,空客320(中型),北京,大兴国际机场,23:05,杭州,萧山国际机场T3,01:15 +1天,,457,100%
2020-05-20,东方航空,MU5147,空客321(中型),北京,大兴国际机场,12:30,杭州,萧山国际机场T3,14:40,,495,97%
2020-05-20,南方航空,CZ6163,空客321(中型),北京,大兴国际机场,17:40,杭州,萧山国际机场T3,20:05,,500,100.00%
2020-05-20,河北航空,NS8019,波音738(中型),北京,大兴国际机场,09:20,杭州,萧山国际机场T3,11:30,,521,100%
2020-05-20,厦门航空,MF8150,波音738(中型),北京,大兴国际机场,13:40,杭州,萧山国际机场T3,16:00,,550,100%
2020-05-20,河北航空,NS8150,波音738(中型),北京,大兴国际机场,13:40,杭州,萧山国际机场T3,16:00,,770,100%
2020-05-20,厦门航空,MF7185,波音738(中型),北京,大兴国际机场,09:20,杭州,萧山国际机场T3,11:30,,850,100%
2020-05-20,南方航空,CZ5063,波音738(中型),北京,大兴国际机场,13:40,杭州,萧山国际机场T3,16:00,,1190,100%
2020-05-20,首都航空,JD5869,空客 A320(中型),北京,大兴国际机场,17:15,合肥,新桥国际机场,19:20,,297,100.00%
2020-05-20,中国联合航空,KN5821,波音737(中型),北京,大兴国际机场,07:25,怀化,芷江机场,10:30,,450,100%
2020-05-20,中国联合航空,KN5615,波音737(中型),北京,大兴国际机场,11:05,惠州,平潭机场,15:50,信阳,588,
2020-05-20,中国联合航空,KN5888,波音737(中型),北京,大兴国际机场,18:25,惠州,平潭机场,21:40,,588,
2020-05-20,首都航空,JD5315,空客319(中型),北京,大兴国际机场,12:55,鸡西,兴凯湖机场,15:25,,602,93%
2020-05-20,厦门航空,MF8211,波音738(中型),北京,大兴国际机场,10:00,嘉峪关,嘉峪关机场,13:10,,2000,
2020-05-20,中国联合航空,KN5651,波音737(中型),北京,大兴国际机场,10:10,金昌,金川机场,14:00,榆林,410,100%
2020-05-20,中国联合航空,KN5967,波音737(中型),北京,大兴国际机场,08:20,晋江,晋江机场,11:20,,445,
2020-05-20,厦门航空,MF8132,波音738(中型),北京,大兴国际机场,12:00,晋江,晋江机场,15:00,,780,100%
2020-05-20,厦门航空,MF8114,波音738(中型),北京,大兴国际机场,17:15,晋江,晋江机场,20:20,,780,100%
2020-05-20,南方航空,CZ5057,波音738(中型),北京,大兴国际机场,12:00,晋江,晋江机场,15:00,,950,100%
2020-05-20,南方航空,CZ5047,波音738(中型),北京,大兴国际机场,17:15,晋江,晋江机场,20:20,,950,100%
2020-05-20,中国联合航空,KN5255,波音737(中型),北京,大兴国际机场,14:50,昆明,长水国际机场,20:35,巴中,518,96.61%
2020-05-20,东方航空,MU9708,波音737(中型),北京,大兴国际机场,20:20,昆明,长水国际机场,01:10 +1天,昭通,735,98.32%
2020-05-20,南方航空,CZ6159,空客330(大型),北京,大兴国际机场,14:40,昆明,长水国际机场,18:15,,800,98.32%
2020-05-20,河北航空,NS8025,波音738(中型),北京,大兴国际机场,14:15,兰州,中川机场T2,16:35,,490,100%
2020-05-20,厦门航空,MF7191,波音738(中型),北京,大兴国际机场,14:15,兰州,中川机场T2,16:35,,580,100%
2020-05-20,中国联合航空,KN5905,波音737(中型),北京,大兴国际机场,08:00,连云港,白塔埠机场,09:35,,330,98.32%
2020-05-20,东方航空,MU5693,空客321(中型),北京,大兴国际机场,07:40,洛阳,北郊机场,09:45,,295,97%
2020-05-20,中国联合航空,KN5917,波音737(中型),北京,大兴国际机场,09:15,龙岩,冠豸山机场,12:05,,365,100%
2020-05-20,首都航空,JD5595,空客319(中型),北京,大兴国际机场,15:05,梅州,梅县机场 ,18:15,,497,100.00%
2020-05-20,河北航空,NS8007,波音738(中型),北京,大兴国际机场,09:00,南昌,昌北国际机场T2,11:40,,430,100%
2020-05-20,首都航空,JD5767,空客320(中型),北京,大兴国际机场,19:10,南昌,昌北国际机场T2,21:45,,495,97%
2020-05-20,厦门航空,MF7173,波音738(中型),北京,大兴国际机场,09:00,南昌,昌北国际机场T2,11:40,,500,100%
2020-05-20,南方航空,CZ6946,空客320(中型),北京,大兴国际机场,15:35,南充,高坪机场,18:25,,820,100%
2020-05-20,南方航空,CZ3816,波音737(中型),北京,大兴国际机场,15:30,南宁,吴圩国际机场T2,19:15,,750,
2020-05-20,河北航空,NS8005,波音738(中型),北京,大兴国际机场,08:10,南通,兴东国际机场T3,10:05,,430,100%
2020-05-20,厦门航空,MF7171,波音738(中型),北京,大兴国际机场,08:10,南通,兴东国际机场T3,10:05,,480,100%
2020-05-20,东海航空,DZ6202,波音738(中型),北京,大兴国际机场,12:10,南通,兴东国际机场T3,14:10,,480,
